ds,Crop,State,yhat,yhat_lower,yhat_upper
2000-01-01,Arecanut,Andaman and Nicobar Island,4464.797076466277,2174.312180527313,7034.370681538624
2001-01-01,Arecanut,Andaman and Nicobar Island,5530.798290476514,3050.724746207786,8039.578980948354
2002-01-01,Arecanut,Andaman and Nicobar Island,5568.768176045598,3143.672982930273,7999.789749343168
2003-01-01,Arecanut,Andaman and Nicobar Island,5598.98762132788,3069.881137577702,7855.135864754087
2004-01-01,Arecanut,Andaman and Nicobar Island,5621.77430963504,3284.8216642854773,7993.7996774176845
2005-01-01,Arecanut,Andaman and Nicobar Island,6687.7755237054125,4363.5983541457435,9090.667910408902
2006-01-01,Arecanut,Andaman and Nicobar Island,6725.745409340281,4180.16840511369,9301.511022621307
2007-01-01,Arecanut,Andaman and Nicobar Island,6755.964854658401,4268.602485713238,9108.363884657258
2008-01-01,Arecanut,Andaman and Nicobar Island,6778.751543015069,4378.807481443667,9340.463118227543
2009-01-01,Arecanut,Andaman and Nicobar Island,7844.752758258814,5554.2952136053855,10068.169085814136
2010-01-01,Arecanut,Andaman and Nicobar Island,7882.722645232869,5376.32003128949,10337.368774012932
2011-01-01,Arecanut,Andaman and Nicobar Island,7912.942092086848,5527.138617234246,10388.98796925491
2012-01-01,Arecanut,Andaman and Nicobar Island,7935.728781871954,5713.227365557282,10297.983845464301
2013-01-01,Arecanut,Andaman and Nicobar Island,9001.729997492712,6481.154823560747,11410.423574290928
2014-01-01,Arecanut,Andaman and Nicobar Island,9039.699884728814,6695.086584598766,11382.464406477016
2015-01-01,Arecanut,Andaman and Nicobar Island,9069.919331689882,6583.290705627834,11445.440172373377
2016-01-01,Arecanut,Andaman and Nicobar Island,9092.706021523347,6597.6386665651435,11590.813120896231
2017-01-01,Arecanut,Andaman and Nicobar Island,10158.70723707548,7681.050928254565,12635.347889420831
2018-01-01,Arecanut,Andaman and Nicobar Island,10196.677124274856,7791.819014155162,12555.27449863921
2019-01-01,Arecanut,Andaman and Nicobar Island,10226.896570972445,7821.453025409223,12575.468380219743
2021-01-01,Arecanut,Andaman and Nicobar Island,11315.684475762206,9042.321227995748,13711.988985199416
2022-01-01,Arecanut,Andaman and Nicobar Island,11353.654362705041,8923.334104546746,13778.572109243694
2023-01-01,Arecanut,Andaman and Nicobar Island,11383.873809279308,8634.481541298259,13831.03841994467
2024-01-01,Arecanut,Andaman and Nicobar Island,11406.660498770416,8924.545127037696,13804.268228254286
2025-01-01,Arecanut,Andaman and Nicobar Island,12472.66171407115,10237.825472041442,14919.317680072962
2025-12-31,Arecanut,Andaman and Nicobar Island,11431.262059385326,9024.13995041167,13910.62454661859
2026-12-31,Arecanut,Andaman and Nicobar Island,11433.766562951467,8935.802898574411,13600.606056625245
2027-12-31,Arecanut,Andaman and Nicobar Island,11430.216565685847,9001.602438305546,13835.294382768656
2000-01-01,Arecanut,Andhra Pradesh,-3115.86210816735,-6337.416048906775,-16.023869050021332
2001-01-01,Arecanut,Andhra Pradesh,-2350.6575390425146,-5356.480039267274,889.3457548828678
2002-01-01,Arecanut,Andhra Pradesh,-1908.5448748024105,-5102.206647060816,1393.7795857957333
2003-01-01,Arecanut,Andhra Pradesh,-1462.928492052932,-4721.801110385734,1709.2014480727844
2005-01-01,Arecanut,Andhra Pradesh,-248.51038147401505,-3324.3915042531125,2971.809405415964
2006-01-01,Arecanut,Andhra Pradesh,193.60228701192,-2991.5833716415104,3553.061574839636
2008-01-01,Arecanut,Andhra Pradesh,1088.432223346027,-2163.7987425624156,4190.017309922989
2009-01-01,Arecanut,Andhra Pradesh,1853.6368055726807,-1314.0102414797761,5268.4371462671625
2010-01-01,Arecanut,Andhra Pradesh,2295.7494773366625,-762.7612415197142,5506.288432801143
2011-01-01,Arecanut,Andhra Pradesh,2741.365879051131,-521.0441486177184,5944.109186067232
2012-01-01,Arecanut,Andhra Pradesh,3190.579440420956,-18.77759838988233,6547.577680137335
2013-01-01,Arecanut,Andhra Pradesh,3955.7840371401876,1091.2742384059761,7460.849727657841
2014-01-01,Arecanut,Andhra Pradesh,4397.896733409185,1208.8396242066085,7432.362567760485
2015-01-01,Arecanut,Andhra Pradesh,4843.513173495002,1830.5585417343748,8067.614691248826
2016-01-01,Arecanut,Andhra Pradesh,5292.726768417902,1883.218058983313,8451.065479364292
2017-01-01,Arecanut,Andhra Pradesh,6057.93139501109,3005.896464200679,9406.510072220533
2018-01-01,Arecanut,Andhra Pradesh,6500.044113113718,3462.53658899785,9733.913853161499
2019-01-01,Arecanut,Andhra Pradesh,6945.660553480006,3827.84860892113,10169.83272768647
2021-01-01,Arecanut,Andhra Pradesh,8160.078782498816,5066.828725802704,11412.446872885223
2022-01-01,Arecanut,Andhra Pradesh,8602.191504583614,5409.722508919674,11788.503632523738
2023-01-01,Arecanut,Andhra Pradesh,9047.80795024566,5829.855383729271,12357.278477382364
2024-01-01,Arecanut,Andhra Pradesh,9497.021548672052,6401.951077145022,13008.311718412786
2025-01-01,Arecanut,Andhra Pradesh,10262.22617926516,6986.246309003295,13454.761548979963
2025-12-31,Arecanut,Andhra Pradesh,10406.587980212058,7241.728084692199,13473.273349502271
2026-12-31,Arecanut,Andhra Pradesh,10867.10136701737,7749.515451245364,14135.396901942619
2027-12-31,Arecanut,Andhra Pradesh,11331.532790538613,8203.556117776028,14819.951426426673
1997-01-01,Arecanut,Assam,62991.092483094224,52499.75828313569,74028.52824211861
1998-01-01,Arecanut,Assam,62922.29147708824,52021.86999645154,74211.75625291474
1999-01-01,Arecanut,Assam,63894.461158641105,53081.77297905751,75393.98552286191
2000-01-01,Arecanut,Assam,65906.05968887066,54589.24001488354,77454.12349610539
2001-01-01,Arecanut,Assam,61699.71699289179,51431.58430201727,72333.88821294825
2002-01-01,Arecanut,Assam,61630.915986978296,50018.10040253406,73893.81954780704
2003-01-01,Arecanut,Assam,62603.08566851788,51547.56679161567,73839.83611230091
2005-01-01,Arecanut,Assam,60408.34150291611,49685.61884003501,71229.7890134345
2006-01-01,Arecanut,Assam,60339.54049681262,50034.224719598096,72843.77051457405
2007-01-01,Arecanut,Assam,61311.710178098634,50636.8221643844,72212.82952171809
2008-01-01,Arecanut,Assam,63323.30870806497,52350.144935165496,74930.32600853566
2009-01-01,Arecanut,Assam,59116.77945019629,49499.96865764105,70249.7924796492
2010-01-01,Arecanut,Assam,59047.79239168456,48400.40388522157,69672.41942755927
2011-01-01,Arecanut,Assam,60019.68997036089,48813.77856228619,71558.19800936473
2012-01-01,Arecanut,Assam,62031.01639728686,50956.79489052624,72602.508442749
2013-01-01,Arecanut,Assam,57824.400852021376,45940.70776395729,69092.38709176148
2014-01-01,Arecanut,Assam,57755.16680557769,47376.3860991826,68890.28375169275
2015-01-01,Arecanut,Assam,58726.90344640952,48118.34773024242,69186.24129893769
2016-01-01,Arecanut,Assam,60738.06893592089,49274.32022949524,72450.38947142064
2017-01-01,Arecanut,Assam,56531.29201290285,45608.60791265643,67098.88486977424
2018-01-01,Arecanut,Assam,56462.05796591118,44935.41474706861,67737.34056496252
2019-01-01,Arecanut,Assam,57433.79460674293,45835.22700087501,67974.93049201957
2021-01-01,Arecanut,Assam,55238.18317307476,44779.526445008996,66458.29925169848
2022-01-01,Arecanut,Assam,55168.94912626716,44358.88338182175,66495.74555636181
2023-01-01,Arecanut,Assam,56140.685767098366,45559.98959793824,68166.65697523231
2024-01-01,Arecanut,Assam,58151.85125659047,47007.5179104755,69143.05345393872
2025-01-01,Arecanut,Assam,53945.074333431054,42809.7162841765,65520.415468044914
2025-12-31,Arecanut,Assam,65277.110769981875,54889.94270708012,76157.74357917461
2026-12-31,Arecanut,Assam,70378.94948036408,59485.58027118067,81909.59089621059
2027-12-31,Arecanut,Assam,76495.72630837515,65274.176442680626,87806.8013462774
1998-01-01,Arecanut,Goa,2052.8966318000053,1803.664944029132,2268.4206881682007
1999-01-01,Arecanut,Goa,2144.766889141344,1911.8894291194,2386.5070099174786
2000-01-01,Arecanut,Goa,2269.4010429302007,2018.7890195254663,2507.0968452681673
2001-01-01,Arecanut,Goa,2260.902501046742,2024.107893194792,2493.3598519367692
2002-01-01,Arecanut,Goa,2319.9726189282123,2066.4879060599123,2563.174045634844
2003-01-01,Arecanut,Goa,2411.842875470834,2166.831286815257,2639.3707027138803
2013-01-01,Arecanut,Goa,3062.1304494660762,2846.284736016523,3306.2771285068798
2014-01-01,Arecanut,Goa,3121.2072796150255,2887.965040587928,3354.0772138951165
2015-01-01,Arecanut,Goa,3213.084731234312,2986.9550727917763,3453.424194155523
2016-01-01,Arecanut,Goa,3337.7261801400437,3104.2520425252355,3595.084885010792
2017-01-01,Arecanut,Goa,3329.235221631786,3079.8931701713873,3583.4020227676315
2018-01-01,Arecanut,Goa,3388.3129619102147,3145.2226642407377,3627.263750298442
2019-01-01,Arecanut,Goa,3480.19084174728,3255.08113260901,3717.7624232158464
2021-01-01,Arecanut,Goa,3596.3417216899015,3353.740609566269,3847.744641025862
2022-01-01,Arecanut,Goa,3655.419464172092,3407.5035362873946,3913.283790676458
2023-01-01,Arecanut,Goa,3747.2973452527044,3506.0484780614406,3982.54267870331
2024-01-01,Arecanut,Goa,3871.9391234674968,3640.6942069490733,4092.3139638213825
2025-01-01,Arecanut,Goa,3863.4482264505396,3626.571218897026,4089.9784713275703
2025-12-31,Arecanut,Goa,4219.079620301737,3994.8415728176033,4445.001633865933
2026-12-31,Arecanut,Goa,4441.216632775371,4199.819670654391,4665.0654554398525
2027-12-31,Arecanut,Goa,4695.394732282135,4450.743475427054,4942.6461052572
1997-01-01,Arecanut,Karnataka,-779115.466794927,-1642744.0658770378,-15835.798414536706
1998-01-01,Arecanut,Karnataka,-660536.7577091039,-1552386.102400834,145449.73028552384
2000-01-01,Arecanut,Karnataka,-483769.784910609,-1314669.038478409,394312.58521099883
2001-01-01,Arecanut,Karnataka,149044.98193660768,-671517.1530545342,980951.1555987922
2003-01-01,Arecanut,Karnataka,366018.00847945776,-455089.0092347562,1169158.4542429112
2004-01-01,Arecanut,Karnataka,444390.6660663991,-350103.6809730594,1329426.5880767808
2005-01-01,Arecanut,Karnataka,1077205.4342141824,263463.66737161455,1873465.5712798946
2006-01-01,Arecanut,Karnataka,1195784.1449800543,308551.3540896992,2007945.7115304347
2007-01-01,Arecanut,Karnataka,1294178.4636520816,484580.4457192342,2147788.8007111275
2008-01-01,Arecanut,Karnataka,1372551.122561504,586520.510995679,2226169.337594068
2009-01-01,Arecanut,Karnataka,2005365.8925152817,1243404.8091975106,2797338.249538096
2010-01-01,Arecanut,Karnataka,2123944.613600024,1254584.0045842342,2978141.583247421
2011-01-01,Arecanut,Karnataka,2222338.942619076,1380582.5598094612,2985184.387990434
2012-01-01,Arecanut,Karnataka,2300711.6875181715,1481792.7945086758,3067829.981409228
2013-01-01,Arecanut,Karnataka,2933526.5447213524,2123866.1510260818,3742827.0612391573
2014-01-01,Arecanut,Karnataka,3052105.344054324,2228558.180555649,3896225.177332657
2015-01-01,Arecanut,Karnataka,3150499.7515279828,2326491.9539833656,3940839.498032526
2016-01-01,Arecanut,Karnataka,3228872.4994170885,2436701.0925309947,4021476.9431815934
2017-01-01,Arecanut,Karnataka,3861687.357815231,3071958.168353343,4689800.752174768
2018-01-01,Arecanut,Karnataka,3980266.1588258944,3202828.301451261,4892511.377738759
2019-01-01,Arecanut,Karnataka,4078660.567716027,3260460.6200563614,4874678.552539204
2021-01-01,Arecanut,Karnataka,4789848.175980373,4017052.368483708,5625022.464693853
2022-01-01,Arecanut,Karnataka,4908426.977333436,4103989.4805401904,5763617.310208403
2023-01-01,Arecanut,Karnataka,5006821.386224016,4181422.3493130063,5777276.226953311
2024-01-01,Arecanut,Karnataka,5085194.135146882,4215007.914975324,5978401.627257104
2025-01-01,Arecanut,Karnataka,5718008.994489241,4894766.5180185605,6604472.097771584
2025-12-31,Arecanut,Karnataka,5182702.021835264,4303079.485396802,5984017.365323176
2026-12-31,Arecanut,Karnataka,5202338.119400738,4351152.31021822,6026597.135713763
2027-12-31,Arecanut,Karnataka,5202953.70971112,4384413.347445148,6077065.738590488
1997-01-01,Arecanut,Kerala,97452.80271480656,78115.45304226347,116384.20905908273
1998-01-01,Arecanut,Kerala,100258.30407141474,82840.30079115753,118523.43043649152
1999-01-01,Arecanut,Kerala,103247.49240533938,85283.84673848691,121560.54122964671
2000-01-01,Arecanut,Kerala,106416.91405835951,87319.75061883387,125550.19043742777
2001-01-01,Arecanut,Kerala,98212.14434035623,79487.7991928097,116029.43782257965
2002-01-01,Arecanut,Kerala,101017.64568737865,81203.35715635482,119135.89498239769
2003-01-01,Arecanut,Kerala,104006.83401221666,84806.76082038661,123172.9582501031
2004-01-01,Arecanut,Kerala,107176.2556544016,88083.10354157329,124630.64633327213
2005-01-01,Arecanut,Kerala,98971.48592572512,80320.27370455554,117688.75858675857
2006-01-01,Arecanut,Kerala,101776.98726276927,81862.05222715223,120759.95851950932
2007-01-01,Arecanut,Kerala,104765.95856772529,87628.56009818247,124976.79330174973
2008-01-01,Arecanut,Kerala,107934.85718947226,89325.66129134495,126755.60749182799
2009-01-01,Arecanut,Kerala,99729.56300770066,80499.1515041817,116966.12929441455
2010-01-01,Arecanut,Kerala,102534.26242173467,84437.78335313236,121357.47896333088
2011-01-01,Arecanut,Kerala,105522.36233947957,87615.76834476761,124183.59406735687
2012-01-01,Arecanut,Kerala,108690.32504076602,89441.10599417725,127464.3402958788
2013-01-01,Arecanut,Kerala,100484.08315133318,80841.36875789195,119103.62679433366
2014-01-01,Arecanut,Kerala,103288.02124165207,84691.46384006883,121906.48600135921
2015-01-01,Arecanut,Kerala,106275.12999018074,88683.08148787974,125078.68029066593
2016-01-01,Arecanut,Kerala,109442.4316536975,90869.22475762422,128122.05820098444
2017-01-01,Arecanut,Kerala,101235.5361434387,82719.13222033823,119817.43516230916
2018-01-01,Arecanut,Kerala,104038.83982699801,85683.92434148602,123096.21308797183
2019-01-01,Arecanut,Kerala,107025.83049103392,88967.66238756134,126044.74991738026
2021-01-01,Arecanut,Kerala,101986.08106831308,83935.77813461992,121199.22803262172
2022-01-01,Arecanut,Kerala,104789.38475143333,86260.1904125624,123827.01660799328
2023-01-01,Arecanut,Kerala,107776.3754154582,89822.20318979006,127296.64500404909
2024-01-01,Arecanut,Kerala,110943.59939816792,93056.02757827242,129997.85243716385
2025-01-01,Arecanut,Kerala,102736.62599271681,83746.68297711795,120722.68157797467
2025-12-31,Arecanut,Kerala,117803.1750983258,97737.51983324837,135691.50733372488
2026-12-31,Arecanut,Kerala,121486.87943978109,101708.86422768697,140015.02804328225
2027-12-31,Arecanut,Kerala,125333.53543051411,106885.2730568681,143207.2246429422
1997-01-01,Arecanut,Meghalaya,11309.4377363362,9689.969225243154,13027.897656489378
1998-01-01,Arecanut,Meghalaya,11993.933671824188,10252.238237251782,13723.482089353629
1999-01-01,Arecanut,Meghalaya,12596.724783805774,10899.292680092163,14421.736671463274
2000-01-01,Arecanut,Meghalaya,13117.903826545558,11370.259668965402,14827.3754660298
2001-01-01,Arecanut,Meghalaya,14119.12560504209,12402.398685876853,15871.625893994726
2003-01-01,Arecanut,Meghalaya,15406.412652409743,13645.648778213925,17115.99802353074
2004-01-01,Arecanut,Meghalaya,15927.591695338577,14177.040549916126,17551.08458051556
2005-01-01,Arecanut,Meghalaya,16928.81347406124,15317.513334418605,18591.17037316703
2006-01-01,Arecanut,Meghalaya,17613.30940975367,15951.3189316662,19135.160913124386
2008-01-01,Arecanut,Meghalaya,18737.279564657707,16937.404015192573,20464.408484024214
2009-01-01,Arecanut,Meghalaya,19738.501343164025,17838.01832711902,21482.227773070543
2010-01-01,Arecanut,Meghalaya,20422.99727864693,18608.834664219736,22239.253421006462
2011-01-01,Arecanut,Meghalaya,21025.788388778037,19316.489388485814,22772.93819688007
2012-01-01,Arecanut,Meghalaya,21546.73952436933,19780.1843131685,23127.35171484698
2013-01-01,Arecanut,Meghalaya,22547.627806953962,20801.19902247729,24186.685258931822
2014-01-01,Arecanut,Meghalaya,22941.576290980665,21259.121436181966,24765.561793140478
2015-01-01,Arecanut,Meghalaya,23253.774075972728,21475.59245577905,25010.36859925782
2016-01-01,Arecanut,Meghalaya,23483.48412152301,21666.859447388368,25245.462446336434
2017-01-01,Arecanut,Meghalaya,24192.268538811164,22308.23107169142,25965.847399719238
2018-01-01,Arecanut,Meghalaya,24584.98203935902,22882.001376052096,26343.048130587842
2019-01-01,Arecanut,Meghalaya,24895.99043692386,23108.79316784339,26613.517991539466
2021-01-01,Arecanut,Meghalaya,25834.02642471118,24016.947396937758,27473.173181644193
2022-01-01,Arecanut,Meghalaya,26226.739645813333,24537.771418067983,28030.600573026728
2023-01-01,Arecanut,Meghalaya,26537.748043377956,24770.54087861066,28309.777164214396
2024-01-01,Arecanut,Meghalaya,26767.14437182049,25082.65639614004,28442.574664512384
2025-01-01,Arecanut,Meghalaya,27475.784031165313,25768.520050450257,29140.73110679839
2025-12-31,Arecanut,Meghalaya,26982.163640074454,25230.051166435427,28679.86992894849
2026-12-31,Arecanut,Meghalaya,26968.662631662046,25122.221481403743,28744.390225042218
2027-12-31,Arecanut,Meghalaya,26875.300282956363,25231.623598956467,28662.723267403217
1998-01-01,Arecanut,Puducherry,99.9871428000003,65.94000419889143,136.7831805705965
1999-01-01,Arecanut,Puducherry,99.7421657286514,66.07787990127098,135.36188075183708
2000-01-01,Arecanut,Puducherry,99.99533287357708,64.22120517201104,135.46268667013328
2001-01-01,Arecanut,Puducherry,97.5877859303274,61.8071418576312,132.10683879206167
2003-01-01,Arecanut,Puducherry,96.59903270898161,63.359087717292276,130.90863095018244
2006-01-01,Arecanut,Puducherry,93.70087690463917,58.24548213689106,128.8191738699825
2007-01-01,Arecanut,Puducherry,93.45589971210885,58.15937833633707,127.09989938304805
2008-01-01,Arecanut,Puducherry,93.70906650273656,59.368843320583686,130.40460669951457
2009-01-01,Arecanut,Puducherry,91.30151974685373,57.19786477825878,129.00942623867888
2010-01-01,Arecanut,Puducherry,90.5577446083286,58.03241060349889,126.0010356386087
2011-01-01,Arecanut,Puducherry,90.31276803193556,53.34466711620889,125.03146122174866
2015-01-01,Arecanut,Puducherry,87.16963808636939,52.76622305920157,122.42924737829217
2016-01-01,Arecanut,Puducherry,87.42280593294116,51.7148387900698,119.33999525871573
2017-01-01,Arecanut,Puducherry,85.01525988856409,49.08562491081582,116.66537880221733
2018-01-01,Arecanut,Puducherry,84.27148540763883,50.44446677796666,118.9126985436445
2019-01-01,Arecanut,Puducherry,84.02650919584892,49.09760182321068,117.51417337040398
2021-01-01,Arecanut,Puducherry,81.87213116496847,45.79568100020765,114.31844100926791
2022-01-01,Arecanut,Puducherry,81.12835666196706,49.074741070625194,116.06025478755527
2023-01-01,Arecanut,Puducherry,80.88338044542246,46.46249885684399,117.182289113879
2024-01-01,Arecanut,Puducherry,81.13654832631732,47.19385076138649,116.21733948604457
2025-01-01,Arecanut,Puducherry,78.72900241454377,45.063207967144805,115.64223073108685
2025-12-31,Arecanut,Puducherry,83.13016838144827,48.998662643029554,118.67886484570224
2026-12-31,Arecanut,Puducherry,84.86478993923464,47.82709795365102,118.53322334512727
2027-12-31,Arecanut,Puducherry,87.0859039545408,52.133857948765296,121.56454195722957
2004-01-01,Arecanut,Tamil Nadu,9926.090269398446,7794.561773564981,12276.842864058272
2005-01-01,Arecanut,Tamil Nadu,9635.986348340568,7385.973199506734,11924.856664832754
2006-01-01,Arecanut,Tamil Nadu,10165.93281908298,7946.073484964466,12272.351998186148
2007-01-01,Arecanut,Tamil Nadu,10578.008006564292,8423.634930746895,12968.118981926858
2008-01-01,Arecanut,Tamil Nadu,10871.981498028988,8726.525744348963,13077.656748252612
2009-01-01,Arecanut,Tamil Nadu,10581.877576540315,8319.750847339916,12902.68964891396
2011-01-01,Arecanut,Tamil Nadu,11523.899234583854,9278.701930903593,13845.268253841312
2013-01-01,Arecanut,Tamil Nadu,11527.76880480767,9415.297748310208,13653.410063895359
2014-01-01,Arecanut,Tamil Nadu,12057.715275453345,9839.442206087188,14446.661898114327
2015-01-01,Arecanut,Tamil Nadu,12469.7904627754,10215.315220005936,14637.272561198748
2016-01-01,Arecanut,Tamil Nadu,12763.76395399312,10538.659275618358,14851.138943669619
2017-01-01,Arecanut,Tamil Nadu,12473.660032611131,10530.139857521348,14715.784337972484
2018-01-01,Arecanut,Tamil Nadu,13003.606503428477,10805.135743022318,15392.514777980858
2019-01-01,Arecanut,Tamil Nadu,13415.681691034557,11138.118226345518,15558.511538229568
2021-01-01,Arecanut,Tamil Nadu,13419.551260888371,11313.809276734228,15798.20272705587
2022-01-01,Arecanut,Tamil Nadu,13949.49773177108,11689.317491407142,16102.687459306107
2023-01-01,Arecanut,Tamil Nadu,14361.572919354867,12146.971114966724,16632.515332840903
2024-01-01,Arecanut,Tamil Nadu,14655.546410849905,12518.142868586123,16793.03266958103
2025-01-01,Arecanut,Tamil Nadu,14365.442489673109,12250.541437881006,16352.23987692479
2025-12-31,Arecanut,Tamil Nadu,14889.27988721449,12622.87581979741,17069.30290910228
2026-12-31,Arecanut,Tamil Nadu,14829.591960841346,12747.685923350055,16993.6825488401
2027-12-31,Arecanut,Tamil Nadu,14652.905513386553,12455.45022370906,16780.91864929191
1997-01-01,Arecanut,West Bengal,24758.325260619007,-2799.9303709826677,51863.98495299244
1998-01-01,Arecanut,West Bengal,23430.78238643268,-4365.880078827752,49867.61731693259
1999-01-01,Arecanut,West Bengal,21708.25649123335,-7051.299574415118,48596.78241007565
2000-01-01,Arecanut,West Bengal,19593.1079787751,-8367.541689651078,45212.43501460252
2001-01-01,Arecanut,West Bengal,25421.95782191057,-567.4561713804213,53808.769057093145
2002-01-01,Arecanut,West Bengal,24094.41496764079,-2508.6708358424225,52127.752138409225
2003-01-01,Arecanut,West Bengal,22371.88908355408,-5879.294799542977,48909.12237049946
2005-01-01,Arecanut,West Bengal,26085.590403984366,-2936.3103650697517,51850.5162503846
2006-01-01,Arecanut,West Bengal,24758.047550744894,-2425.011411219302,52152.383407393034
2007-01-01,Arecanut,West Bengal,23035.521672915853,-1530.6593594855822,48532.45100452146
2008-01-01,Arecanut,West Bengal,20920.373160661547,-7888.282099779435,49642.03748658468
2021-01-01,Arecanut,West Bengal,28740.12062915259,1479.288547404747,54554.02506383378
2022-01-01,Arecanut,West Bengal,27412.577755522994,-125.60585392206283,53931.65284999395
2023-01-01,Arecanut,West Bengal,25690.05185207606,-2615.9663265907748,51828.66927997039
2024-01-01,Arecanut,West Bengal,23574.903320751146,-4010.931419613075,51980.794545997385
2025-01-01,Arecanut,West Bengal,29403.753141674548,1695.9769961422903,54355.30838716334
2025-12-31,Arecanut,West Bengal,18179.56470516012,-8149.143566878673,46680.559816741596
2026-12-31,Arecanut,West Bengal,14907.46523695786,-12428.501636781213,42684.53195643377
2027-12-31,Arecanut,West Bengal,11258.911807947577,-16840.30928972599,36782.986334423076
2007-01-01,Arhar/Tur,Andaman and Nicobar Island,99.3315933535205,53.83806292395153,144.81669375706107
2008-01-01,Arhar/Tur,Andaman and Nicobar Island,89.2292414009674,47.60867869892883,132.99121109788493
2009-01-01,Arhar/Tur,Andaman and Nicobar Island,90.72077159806726,47.69859591586691,133.00853518985213
2010-01-01,Arhar/Tur,Andaman and Nicobar Island,81.14990758534682,33.78260635683062,124.32217884241163
2011-01-01,Arhar/Tur,Andaman and Nicobar Island,71.31159101315185,29.37025949539056,116.98616025047325
2012-01-01,Arhar/Tur,Andaman and Nicobar Island,61.20923905721971,18.897514765742986,106.29094418219864
2013-01-01,Arhar/Tur,Andaman and Nicobar Island,62.700769228895645,18.852027628096927,105.59536405985672
2014-01-01,Arhar/Tur,Andaman and Nicobar Island,53.129905219785755,9.46021202407137,99.98687129989929
2017-01-01,Arhar/Tur,Andaman and Nicobar Island,34.680766910362166,-8.389688772808428,77.41175850435069
2021-01-01,Arhar/Tur,Andaman and Nicobar Island,6.66076460499734,-37.4041295516563,48.95281315463369
2022-01-01,Arhar/Tur,Andaman and Nicobar Island,-2.9100994160859983,-46.95467143935684,40.49325499809339
2023-01-01,Arhar/Tur,Andaman and Nicobar Island,-12.748415989030235,-58.77208771128118,31.56731920438123
2024-01-01,Arhar/Tur,Andaman and Nicobar Island,-22.850767936448264,-70.12116494871601,21.143979652395366
2025-01-01,Arhar/Tur,Andaman and Nicobar Island,-21.359237746815396,-62.77842948043184,22.125750582606415
2025-12-31,Arhar/Tur,Andaman and Nicobar Island,-43.83179168464736,-89.05954119956824,0.8837179213251765
2026-12-31,Arhar/Tur,Andaman and Nicobar Island,-54.70152905730342,-96.37466759408413,-11.28330784940644
2027-12-31,Arhar/Tur,Andaman and Nicobar Island,-65.81744619694969,-106.30961354878093,-20.476299216305424
1997-01-01,Arhar/Tur,Andhra Pradesh,192889.56309741852,117300.92197411609,267499.3998449561
1998-01-01,Arhar/Tur,Andhra Pradesh,203519.48725483468,136800.8618908412,280088.9003063565
2000-01-01,Arhar/Tur,Andhra Pradesh,227026.0445248217,148363.0659339461,303260.3283329271
2001-01-01,Arhar/Tur,Andhra Pradesh,178579.20681024936,102461.62333354967,254282.1886592986
2002-01-01,Arhar/Tur,Andhra Pradesh,189209.13096782757,122678.91020569163,262691.6840927048
2003-01-01,Arhar/Tur,Andhra Pradesh,200594.07982679977,124579.7265199974,273023.85856379993
2004-01-01,Arhar/Tur,Andhra Pradesh,212715.68823979527,139252.27745388218,287988.481417226
2005-01-01,Arhar/Tur,Andhra Pradesh,164268.8505266466,92168.72627054797,233912.46914676862
2006-01-01,Arhar/Tur,Andhra Pradesh,174898.7746860574,100398.75415081119,248510.52165368563
2007-01-01,Arhar/Tur,Andhra Pradesh,186283.7235471516,108489.91268817282,259225.8043264327
2008-01-01,Arhar/Tur,Andhra Pradesh,198405.33196209936,124718.18195664657,271565.10579336004
2009-01-01,Arhar/Tur,Andhra Pradesh,149958.4942499618,75886.12000151856,218599.94742979313
2010-01-01,Arhar/Tur,Andhra Pradesh,160588.41840906683,87184.02328242389,229864.047916416
2011-01-01,Arhar/Tur,Andhra Pradesh,171973.3672691157,97489.79687486289,248464.48411918685
2012-01-01,Arhar/Tur,Andhra Pradesh,184094.9756831108,109729.94153298401,258126.0676263198
2013-01-01,Arhar/Tur,Andhra Pradesh,135648.13796719062,65296.56538655358,213300.9349276449
2014-01-01,Arhar/Tur,Andhra Pradesh,146278.06212328057,72100.63577000872,216484.93673822822
2015-01-01,Arhar/Tur,Andhra Pradesh,157663.01098128385,84484.98520500488,226443.48328859167
2016-01-01,Arhar/Tur,Andhra Pradesh,169784.61939413103,99157.02734181589,239286.9961646511
2017-01-01,Arhar/Tur,Andhra Pradesh,121337.78167939534,49460.89602327213,195274.61285215523
2018-01-01,Arhar/Tur,Andhra Pradesh,131967.70583739152,54058.23199736362,207121.4326455508
2019-01-01,Arhar/Tur,Andhra Pradesh,143352.65469708748,67023.53232222985,216435.7334621152
2021-01-01,Arhar/Tur,Andhra Pradesh,107027.42539661852,27016.812696289482,184834.5612848171
2022-01-01,Arhar/Tur,Andhra Pradesh,117657.3495549539,39748.962211420316,186334.03399972792
2023-01-01,Arhar/Tur,Andhra Pradesh,129042.2984145913,52779.63989176427,205685.21032964296
2024-01-01,Arhar/Tur,Andhra Pradesh,141163.90682770155,69694.26123798381,214932.35156757265
2025-01-01,Arhar/Tur,Andhra Pradesh,92717.06911400826,16376.134408157199,169056.85921719926
2025-12-31,Arhar/Tur,Andhra Pradesh,167536.8296173114,97563.38001505582,242940.15731959685
2026-12-31,Arhar/Tur,Andhra Pradesh,181744.69087865725,106255.61971305212,253019.4520317708
2027-12-31,Arhar/Tur,Andhra Pradesh,196602.37030722213,117108.5303231108,272484.69203651825
